KORLIQUOR_ID,KORLIQUOR_NM,KORLIQUOR_CTGRY,KORLIQUOR_PRC
"12152753510","장희도가 세종대왕어주 탁주 13도 500ml","막걸리/탁주","20100.0"
"12153338918","술샘 감사 14도 375ml","약주","18150.0"
"12153612813","장희도가 세종대왕어주 15도 500ml","약주","33400.0"
"12153690432","한산 소곡주 도자기병 18도 700ml","전통주선물세트","36900.0"
"12154281947","술샘 미르25 25도 375ml","소주","19100.0"
"12154300029","술샘 미르40 40도 375ml","소주","25750.0"
"12154956647","백운주가 복분자주 13도 360ml","복분자주","25000.0"
"12161592824","선운산 복분자주 16도 375ml","복분자주","9470.0"
"12173623053","[ 조선3대명주 조정형명인 ] 25도 이강주 5호 500ml","전통주선물세트","28000.0"
"12180186801","산들벗 마지끄무주 머루와인 루바토 스위트 12도 750ml 달달한 한국와인 레드와인","국산와인/과일주","25930.0"
"12196950265","술샘 붉은원숭이 10.8도 375ml","막걸리/탁주","10550.0"
"12196952114","만강에 비친 달 10도 500ml","막걸리/탁주","48450.0"
"12197106062","명가원 솔송주 13도 375ml","약주","9550.0"
"12197199557","매화주 15도 375ml","약주","22000.0"
"12197329240","내장산복분자 복분자주 선물9호 16도","전통주선물세트","25370.0"
"12197640453","문배주양조원 문배술 특1호세트 40도 400ml","전통주선물세트","48200.0"
"12204845584","달콤한 아이스 화이트 와인 벌꿀술 달달한 스위트 미드 허니비 와인선물세트 500ml 2병","전통주선물세트","67900.0"
"12213200084","[ 천비향 화주 ] 375ml / 40도 / 증류식 소주 / 오양주","일반증류주","60800.0"
"12215242383","오미자와인 오감만족 문경과실주 기본 375ml 2병","국산와인/과일주","14000.0"
"12220680686","오미자와인 오감만족 문경과실주 375ml 12병 1박스","국산와인/과일주","80000.0"
"12221995742","[ 천비향 약주 + 생주 선물 세트 ] 500ml x 각1병 / 오양주","전통주선물세트","60800.0"
"12222693050","[영동와인 내츄럴와인] 컨츄리와인 세트 (스위트+드라이 750ml x2병) 한국와인","전통주선물세트","41300.0"
"12222712736","오디로 만든 프리미엄 오디와인 선물세트 유리잔2개","국산와인/과일주","28800.0"
"12325561569","배상면주가 배아락 40도 500ml","리큐르주","35000.0"
"12588430868","고창 선운산 복분자주 복분자술 흥진 16도 375ml x 4병","복분자주","32000.0"
"12588431043","덕유 무주 구천동 머루와인 750ml 12도 1본 미디움와인","국산와인/과일주","25000.0"
"12588431063","오디 와인 원통상자 선물세트13% 750ml","전통주선물세트","20000.0"
"12623618338","[대통령상 수상] 장희도가 세종대왕어주 전통주 약주 탁주 2병 세트","전통주선물세트","50000.0"
"12623963797","주류대상 삼양춘 탁주 12.5도 500ml 막걸리 전통주 술선물 삼해주","막걸리/탁주","14000.0"
"12623965423","주류대상 삼양춘 약주 15도 500ml 전통주 술선물 청주 차례주 제사","약주","22000.0"
"12990176864","젤코바아이스 와인 375ml 포도주 달콤한 무가당 레드와인","국산와인/과일주","39900.0"
"13022130052","홍삼명주 375ml 2병 14도 약주 홍삼발효 전통주 선물세트","약주","37830.0"
"13022130121","기운 한 모금, 홍삼명주 전통주 2병세트","전통주선물세트","45590.0"
"13022179363","고도리복숭아와인 750ml/도수6.5%","국산와인/과일주","34200.0"
"13022180224","고도리화이트와인(스위트) 750ml/도수10.5%","국산와인/과일주","28500.0"
"13035508087","국산와인 머루주 드라이 포도주 젤코바스페셜 500ml","국산와인/과일주","28800.0"
"13082958740","영월더덕 동강더덕주 선물세트5호 20도 500ml x 2병/100mlx2병","전통주선물세트","40000.0"
"13083847115","호랑이배꼽 생막걸리 6병입","막걸리/탁주","42000.0"
"13091251651","국산와인 무가당 머루주 포도주 머루와인 젤코바스페셜 500ml","국산와인/과일주","28800.0"
"13091252030","국산와인 포도주 머루주 드라이 레드 머루와인 젤코바스페셜 와인 375ml","국산와인/과일주","22080.0"
"13098969723","양반안동소주 전통주 3년산 담금소주 30도 3.6리터","소주","55000.0"
"13111570731","녹천 한산소곡주 생주 1800mlX1병(Alc.16%)","약주","23750.0"
"13136356814","우희열 명인 한산소곡주 어주 700ml 1본 잔2개 18도 선물세트","전통주선물세트","36000.0"
"13165203536","김희숙 명인의 제주 고소리술 400ml(Alc.40%)","소주","55000.0"
"13167732286","[ 천비향 약주 ] 500ml / 15도 / 약주 / 오양주","약주","38000.0"
"13223875592","(한국와인)소백산와인 750ml 12% 국산와인 레드와인","국산와인/과일주","25000.0"
"13225122487","[360ml 6병 ] 용두산조은술 참조은증류식소주 20.5% 명품증류주","일반증류주","15000.0"
"13240194965","샤또무주 프리미엄 스위트와인 750ml 12도","국산와인/과일주","20900.0"
"13240194982","샤또무주 프리미엄 드라이와인 750ml 12도","국산와인/과일주","20900.0"
"13243518426","오크통 숙성 52도 오미자 증류 전통주 선물","전통주선물세트","180000.0"
"13257931131","오미나라 문경바람 오크통 숙성 40도 375ml 사과증류 전통주","일반증류주","30000.0"
"13258487745","오미나라 답례품 추천 선물 한국 전통주 750","일반증류주","48000.0"
"13259213814","오미나라 한국 전통주 선물 세트 답례품 추천","전통주선물세트","59000.0"
"13271838000","(한국와인) 소백산와인 선물세트","전통주선물세트","44000.0"
"13392929749","20여년의 전통복분자주 고창명산품복분자주 선물 특2호(700ml X 도자기2병,18도)","복분자주","67000.0"
"13392996738","스위트하고 향긋한 고창복분자주 홍연 375ml 4병","복분자주","29000.0"
"13392999198","깊은 향과 스위트함 고창복분자주 홍연 16.8 375ml 12본","복분자주","82080.0"
"13442585678","두레양조 두레앙 로제와인 12도 750ml 거봉포도주","국산와인/과일주","20900.0"
"13447151513","오디와인(원통) 750ml alc.13% , 내변산양조장","국산와인/과일주","20000.0"
"13447152032","오디와인+ 와인잔2개 750ml 1병 Alc.13%, 내변산양조장","국산와인/과일주","32000.0"
"13487466506","공주 알밤왕밤주 전통주 1000mlx5병","기타전통주","11870.0"
"13770795998","양반 안동소주 5년산 연꽃선물세트 45도 600ml 2병 미니탈 2병 잔2","전통주선물세트","85000.0"
"13999419448","✨기운 한 모금","기타전통주","19900.0"
"14058590287","문배주양조원 문배술 40도 700ml","소주","29420.0"
"14060819552","오미나라 문경바람 오크통 숙성 40도 750ml 사과증류 전통주","일반증류주","48000.0"
"19091579927","포천일동 담은 생막걸리 WHITE 6.5도 750ml","막걸리/탁주","33000.0"
"19092758909","금정산성막걸리 8도 750ml","막걸리/탁주","4100.0"
"19094414802","한산소곡주 백제소곡주 1호 13도","전통주선물세트","35010.0"
"19094430920","황진이 12도 375ml","약주","4500.0"
"19968390490","한산소곡주[소곡주(700mlx2병.잔2개18%)]","전통주선물세트","46550.0"
"20137360521","국순당여주명주 려驪고구마증류소주 25도 500ml","소주","29700.0"
"20613722931","감홍로 40도 700ml","일반증류주","75000.0"
"20624147465","알밤주 6도 750ml","기타전통주","3620.0"
"20633853947","감홍로 40도 400ml","일반증류주","45000.0"
"20677391849","이강주 선물세트 29호 25도","전통주선물세트","55800.0"
"20863120490","샤토마니 스위트레드750ml/달콤한와인, 초보용와인, 와인코리아","국산와인/과일주","19800.0"
"21276596099","내장산복분자주 16도 700ml","복분자주","16880.0"
"21276603155","선연 선운 복분자주 15도 375ml","복분자주","9020.0"
"21276710415","고창선운산 복분자주 16.5도 1800ml","복분자주","22250.0"
"21276973324","고창명산품복분자 복분자주 16도 1.8L","복분자주","27490.0"
"21278155892","내장산복분자주 특16호 16도 600ml","복분자주","31620.0"
"21278254389","명작 복분자 15도 700ml","복분자주","46750.0"
"21329373358","담은, 구름을 닮은 부드러운 막걸리 6.5도 *3병, 담은 막걸리","막걸리/탁주","33000.0"
"22065301519","부안참뽕오디와인[뽕주(오디주)(375mlx5+쇼핑백13%)]","국산와인/과일주","25000.0"
"24038568526","시트러스 제주 한라봉 마셔블랑 와인 12도 750ml","국산와인/과일주","30650.0"
"24039509524","더한 서울의밤 25도 375ml","리큐르주","9100.0"
"24039675522","배혜정 배혜정도가 호랑이 생 막걸리 6도 750ml","막걸리/탁주","5960.0"
"24039676526","더한 서울의밤 명랑스컬 17도 375ml","리큐르주","7690.0"
"24040865528","예산사과와인 추사 사과 와인 12도 375ml","국산와인/과일주","22960.0"
"24041417522","고도리 복숭아와인 6.5도 375ml","국산와인/과일주","20800.0"
"24067016531","시트러스 혼디주 12도 330ml","국산와인/과일주","8000.0"
"24068009524","시트러스 귀감 25도 350ml","일반증류주","24950.0"
"24068190523","국순당고창명주 오디랑 12.5도 330ml","국산와인/과일주","6030.0"
"24068311522","고창 복분자주 특4호","복분자주","50000.0"
"24068672524","녹고의 눈물 16도 750ml","기타전통주","36320.0"
"24068672532","배혜정도가 메로니아 4도 750ml","기타전통주","5500.0"
"24068714536","구름을 벗삼아 6도 750ml","막걸리/탁주","4750.0"
"24069343527","안동 진맥 소주 40도 200ml","소주","23400.0"
"24069344528","한주양조 한주 35도 360ml","소주","14320.0"
"24070052522","알에프 장수오미자주 16.5도 360ml","국산와인/과일주","7360.0"
"24070423523","술샘 와우라 바이올렛 16도 375ml","리큐르주","28500.0"
"24079859523","나루 생 막걸리 11.5도 500ml","막걸리/탁주","13000.0"
"24080421524","나루 생 막걸리 6도 800ml","막걸리/탁주","8000.0"
"24082882522","우도 땅콩 전통주 6도 750ml","막걸리/탁주","4150.0"
"24595589522","복순도가 손막걸리 6.5도 935ml","막걸리/탁주","15500.0"
"25837830523","프리미엄 진도 홍주 명품 58도 750ml","리큐르주","57330.0"
"25838115522","대대로영농 진도 홍주 루비콘 40도 500ml","리큐르주","19600.0"
"26124750787","문화재 식품 명인 조옥화 안동소주 특 1호 [400ml X 2 + 잔2개] (45도)","소주","61000.0"
"27713845522","배혜정 배혜정도가 우곡생주 막걸리 10도 750ml","막걸리/탁주","11100.0"
"27718213194","이화막페인 탄산 막걸리 여배우막페인 주막 막폐인 막걸리샴페인 6도 6병","막걸리/탁주","72000.0"
"27720830682","이화건배주 탄산 막걸리 6도 3병","막걸리/탁주","36000.0"
"27791096038","금사과와인 12% 1병","국산와인/과일주","22000.0"
"27791096043","추사황금와인 12% 1병","국산와인/과일주","22000.0"
"27984504859","예산사과와인 12% 1병","일반증류주","22000.0"
"28293675936","[정식판매처] 황금사과와인 1병 달콤한 디저트 와인 선물 세트 12% 750ml","전통주선물세트","53900.0"
"28665976558","명인 안동소주 35도 360ml","소주","7300.0"
"28666319559","민속주 안동소주 45도 800ml","소주","39480.0"
"28668079555","안동소주 일품 40도 350ml","소주","10590.0"
"28668432556","명품안동소주 프리미엄 19.8도 375ml","소주","9860.0"
"28669848555","23년산 로얄안동소주 45도 600ml","소주","112490.0"
"28670256554","민속주 안동소주 45도 180ml","소주","28210.0"
"28670266557","이화백주 6도 940ml","막걸리/탁주","13480.0"
"28671125554","고흥유자주 12도 500ml","약주","18000.0"
"28682620555","이상재명가소곡주 한산소곡주 16도 750ml","약주","17000.0"
"28682731555","우희열 명인 한산소곡주 18도 360ml","약주","11310.0"
"28682740557","우희열 명인 한산소곡주 명화1호 18도 1L","전통주선물세트","118680.0"
"28706578554","댄싱사이더 와쥬블루 애플사이더 6.7도 750ml","국산와인/과일주","19900.0"
"28755699554","한산소곡주 13도 700ml","약주","14110.0"
"28755708554","이상재명가소곡주 한산소곡주 생주 16도 1500ml","약주","26000.0"
"28807396554","댄싱사이더 요새로제 6.4도 750ml","국산와인/과일주","19900.0"
"28826795591","참조은 안동쏘주 16.9도 360ml","소주","4880.0"
"28827438594","안동소주 양반탈 45도 400ml","소주","29000.0"
"28842184588","이상재명가소곡주 한산소곡주 생주 16도 1.8L","약주","29000.0"
"28844187587","예산사과와인 애플블랑 12도 750ml","국산와인/과일주","53900.0"
"28844333591","중원당 청명주 백도자기세트","전통주선물세트","45600.0"
"28856252587","배상면주가 느린마을 옹기막걸리 7도 1980ml","막걸리/탁주","35000.0"
"28856396588","더한 매실원주 13도 375ml","리큐르주","7020.0"
"28857975589","죽향도가 대대포 블루 6도 600ml","막걸리/탁주","4500.0"
"28858119588","산내들 소백산 스위트와인 12도 750ml","국산와인/과일주","19000.0"
"28858135594","박재서명인 안동소주 호리병 선물세트","전통주선물세트","47980.0"
"28858293590","제주 오메기 맑은술 500ml","약주","35000.0"
"28858776592","이강주 주병세트","전통주선물세트","55800.0"
"28859388587","금산인삼주 금설 35도 375ml","일반증류주","31500.0"
"28859572587","술소리 지리산 강쇠 13도 375ml","약주","3100.0"
"28859889589","양주도가 별산막걸리 6.5도 800ml","막걸리/탁주","11450.0"
"28859891586","박재서 안동소주 부부탈 세트","전통주선물세트","59500.0"
"28860053586","이강주 2호 750ml","전통주선물세트","30440.0"
"28860056587","대잎술 도자기 선물세트 12도 500ml","전통주선물세트","29700.0"
"28886878590","영덕주조 도원결의 40도 360ml","일반증류주","15500.0"
"28887334593","영덕주조 도원결의 25도 360ml","리큐르주","8650.0"
"28887413586","영덕주조 도원결의 15도 360ml","리큐르주","7300.0"
"29412491628","소백산막걸리 6도 750ml","막걸리/탁주","4880.0"
"29412652619","복순도가 진한  탁주 10도 935ml","막걸리/탁주","24000.0"
"29412772623","공주 알밤 왕밤주 6도 750ml","막걸리/탁주","2610.0"
"29413130619","고흥 풍양 유자막걸리 6도 750ml","막걸리/탁주","4980.0"
"29413342619","김포금쌀 선호 생막걸리 6도 750ml","막걸리/탁주","2400.0"
"29413376618","해창 9도 찹쌀생막걸리 900ml","막걸리/탁주","10800.0"
"29507574700","[정식판매처] 포장없이 술만, 애플블랑 와인 1병 12% 750ml","국산와인/과일주","50900.0"
"29921784621","명품 안동소주 청와대 선물세트 45도 600ml","소주","47630.0"
"30212312618","배혜정 배혜정도가 부자막걸리 10도 375ml","막걸리/탁주","7900.0"
"30442213619","토끼소주 화이트 23도 375ml","소주","22000.0"
"30442214618","해창 12도 찹쌀생막걸리 900ml","막걸리/탁주","16200.0"
"30442218622","한산소곡주 생주 16% 750ML","약주","13000.0"
"30578435715","[당일발송] 담금주키트 브랜디잔세트 결혼집들이, HYGGE(휘게)","전통주선물세트","38000.0"
"30700702626","명인 안동소주 45도 400ml","소주","23880.0"
"30700778627","민속주 안동소주 45도 600ml","소주","33250.0"
"30701414621","안동소주일품 17도 350ml","소주","5700.0"
"32168954862","금정산성토산주양조장 전통주 명인 민속주1호 금정산성 막걸리/탁주 6병입","막걸리/탁주","21660.0"
"32240306356","전통주 명인 민속주1호 금정산성 막걸리/탁주 6병입","막걸리/탁주","21660.0"
"32321192938","영덕주조 특산주 전통주선물세트[해방주 1병, 2병 각 360ml]","전통주선물세트","16240.0"
"32421996622","종천주조 종천 생막걸리 6도 750ml","막걸리/탁주","4880.0"
"32456913619","도란원 샤토미소 로제스위트 와인 12도 750ml","국산와인/과일주","25300.0"
"32459057621","토끼소주 블랙 40도 375ml","소주","29900.0"
"32545673618","해미읍성딸기와인 세인트하우스 딸기스파클링와인 12도 750ml","국산와인/과일주","38000.0"
"32545890618","해미읍성딸기와인 세인트하우스 딸기스파클링와인 6도 750ml","국산와인/과일주","36250.0"
"32546259618","조은술세종 아이엠더문 오리지널 17도 375ml","리큐르주","26200.0"
"32546607618","내장산복분자 복분자주 16도 360ml","복분자주","9450.0"
"32578011622","자연과사람 우리소주조합 강릉소주 25도 360ml","소주","6840.0"
"32579302619","조은술세종 이도 25도 375ml","소주","14600.0"
"32579325625","중원양조 사랑할때 사과주 12도 300ml","국산와인/과일주","4140.0"
"32579393620","여포와인농장 여포의 꿈 화이트와인 12도 375ml","국산와인/과일주","25000.0"
"32579400619","여포와인농장 초선의 꿈 로제 스위트와인 12도 375ml","국산와인/과일주","20000.0"
"32579400620","예산사과와인 추사 로제 사과 와인 12도 375ml","국산와인/과일주","24500.0"
"32579508620","그린영농조합 그랑꼬또 로제와인 12도 750ml","국산와인/과일주","28100.0"
"32580267619","중원양조 사랑할때 사과주 20도 300ml","국산와인/과일주","5400.0"
"32580801618","도란원 샤토미소 웨딩 자두 와인 12도 750ml","국산와인/과일주","25300.0"
"32730414622","댄싱사이더 애플사이더 댄싱파파 7도 330ml","국산와인/과일주","7900.0"
"32730938619","솔티마을 오롯이 복숭아 스파클링 와인 9도 375ml","국산와인/과일주","16950.0"
"32732151622","도란원 샤토미소 로제 스위트 와인 12도 375ml","국산와인/과일주","22350.0"
"32773236618","골목 막걸리 12도 350ml","막걸리/탁주","8500.0"
"32773809619","배상면주가 느린마을 막걸리 6도 750ml","막걸리/탁주","6060.0"
"32773870630","과천도가 관악산 생막걸리 6도 1L","막걸리/탁주","9240.0"
"32774134622","금정산성 청탁 막걸리 5도 750ml","막걸리/탁주","26000.0"
"32774209618","두술도가 오 미자씨 7.8도 오미자 막걸리 650ml","막걸리/탁주","10400.0"
"32774487618","신안암태주조장 수미생쌀막걸리 6도 750ml","막걸리/탁주","4750.0"
"32785696631","아리랑 주조 겨울소주 45도 360ml","소주","25050.0"
"32785985625","참조은 전통 증류소주 20.5도 360ml","소주","4700.0"
"32787162622","댄싱사이더 허니문배 애플사이더 4.9도 750ml","국산와인/과일주","19900.0"
"32788651619","배혜정 배혜정도가 도래하 19도 350ml","일반증류주","7500.0"
"32788992619","더한 서울의밤 매실 원주 세트","전통주선물세트","28500.0"
"32804068621","국순당 복분자 막걸리 6도 750ml","막걸리/탁주","6550.0"
"32804548621","배혜정 배혜정도가 호땅 막걸리 6도 750ml","막걸리/탁주","5500.0"
"32804983623","정고집 옛날 생 동동주 6도 750ml","막걸리/탁주","3360.0"
"32804985621","가야 프리미엄 막걸리 6도 750ml","막걸리/탁주","9940.0"
"32805026618","정고집 나주 쌀 막걸리 5% 750ml","막걸리/탁주","4500.0"
"32805097620","오산양조 하얀까마귀 8도 850ml","막걸리/탁주","11500.0"
"32805854618","국순당고창명주 국순당 자연담은 복분자 막걸리 6도 360ml","막걸리/탁주","4750.0"
"32807040618","참주가 톡톡 밤술 막걸리 750ml","막걸리/탁주","4730.0"
"32807074620","지란지교 프리미엄 무화과 탁주 12도 500ml","막걸리/탁주","18000.0"
"32810252619","고헌정 동학 1957 13도 375ml","약주","4420.0"
"32846123618","하미앙 산머루 와인세트","전통주선물세트","80000.0"
"32846497618","국순당고창명주 선운산의아침 복분자주 13도 1.5L","복분자주","23420.0"
"32917149628","참주가 순참 복분자 와인 11도 300ml","복분자주","5110.0"
"32917910624","덕유 무주 구천동 산머루주 16도 750ml","국산와인/과일주","16270.0"
"32919238620","한국애플리즈 더 찾을수록 피치 14도 360ml","국산와인/과일주","3000.0"
"32920353619","덕유 무주구천동 산머루주 16도 360ml","국산와인/과일주","7400.0"
"33043439618","송도향 삼양춘 생막걸리 12.5도 500ml","막걸리/탁주","14800.0"
"33063004619","죽향도가 대대포레드 생막걸리 9도 600ml","막걸리/탁주","8480.0"
"33063009619","황금보리 25도 375ml","소주","13350.0"
"33114218619","국순당 여주명주 려 40도 75ml 미니어쳐 고구마 증류주","소주","8800.0"
"33118731618","한국애플리즈 더 찾을수록 애플 16도 360ml","국산와인/과일주","3000.0"
"33118735618","한국애플리즈 더 찾을수록 오렌지 16도 360ml","국산와인/과일주","3000.0"
"33118757618","한국애플리즈 더 찾을수록 모스까또 14도 360ml","국산와인/과일주","3000.0"
"33119203619","한국애플리즈 애피소드 상그리아 3.5도 330ml","국산와인/과일주","4700.0"
"33119282619","죽향도가 죽향 생 막걸리 6도 750ml","막걸리/탁주","5380.0"
"33119756625","댄싱사이더 스윗마마 5.2도 330ml","국산와인/과일주","7900.0"
"33120771620","댄싱사이더 루드베리 4.5도 330ml","국산와인/과일주","7900.0"
"33120873618","댄싱사이더 얠로펀치 5.2도 330ml","국산와인/과일주","7900.0"
"33120994618","국순당고창명주 선운산의 아침 태양주 6.5도 300ml","복분자주","6550.0"
"33125003618","성원홍주 오래뜰 진도홍주 40도 700ml","리큐르주","28000.0"
"33152782620","팔팔양조장 팔팔막걸리 6도 750ml","막걸리/탁주","5950.0"
"33152784623","아리랑주조 겨울소주 25도 360ml","소주","11450.0"
"33152788619","오산양조 오산막걸리 6도 500ml","막걸리/탁주","5270.0"
"33154404618","담을술공방 주향담을 41도 500ml","소주","40500.0"
"33154411618","담을술공방 주향이오 25도 375ml","소주","16290.0"
"33154416621","안동 진맥소주 22도 375ml","소주","23400.0"
"33154427621","토끼소주 선비 진 48도 375ml","일반증류주","30000.0"
"33155038618","안동 진맥소주 53도 200ml","소주","49400.0"
"33155350618","토끼소주 선비 보드카 40도 750ml","일반증류주","44000.0"
"33155580618","배혜정 배혜정도가 배도가 로아19 퍼플 19도 350ml","일반증류주","15000.0"
"33157201619","배혜정 배혜정도가 배도가 로아40 퍼플 40도 350ml","일반증류주","22580.0"
"33157352624","착한농부 밀담 40 40도 360ml","일반증류주","13700.0"
"33157373618","착한농부 밀담 52 52도 360ml","일반증류주","15200.0"
"33158972786","문배술 2024년 신년에디션 선물세트⭐, 문배주양조원","전통주선물세트","28350.0"
"33212551629","문배주양조원 문배술 헤리티지 40도 500ml","소주","28710.0"
"33214740619","배상면주가 느린마을 소주 21도 375ml","소주","12540.0"
"33276316625","까치설 숲향벼꽃 술도깨비 막걸리 500ml","막걸리/탁주","18900.0"
"33295093622","문배주양조원 문배술 특2호 선물세트","전통주선물세트","58500.0"
"33296293618","문배주양조원 문배술 헤리티지 세트 500ml x 2병","전통주선물세트","35100.0"
"33296438618","문배주양조원 문배술 천향세트","전통주선물세트","44050.0"
"33310035620","양촌양조 여유소주 40도 375ml","소주","22500.0"
"33310946620","양촌양조 여유소주 25도 375ml","소주","12990.0"
"33311466618","양촌양조 여유소주 19도 375ml","소주","11300.0"
"33743754618","술샘 오미자 리큐르 16도 375ml","리큐르주","13400.0"
"33743990619","술샘 생강 강황 리큐르 19도 375ml","리큐르주","13400.0"
"33744129618","술샘 꿀샘 16도 375ml","리큐르주","12620.0"
"33844402619","배혜정 배혜정도가 담금나라 30도 3.6L","담금주","53200.0"
"33844856618","남도탁주 정고집 나주 배 약주 15도 500ml","약주","24750.0"
"33954545618","술샘 서설 청주 13도 375ml","약주","15850.0"
"33970230618","술샘 그리움 차례주 14도 700ml","약주","21000.0"
"34111014618","술샘 미르25 미니어쳐 25도 100ml","소주","8650.0"
"34111017618","술샘 미르 미니어쳐 선물세트","전통주선물세트","28500.0"
"34111019618","술샘 퍼플 진 36.5도 500ml","일반증류주","37050.0"
"34348717624","댄싱사이더 치키피치 4.6도 330ml","국산와인/과일주","8900.0"
"34393852623","배상면주가 느린마을소주21 ﻿21도 375ml 도자잔 선물세트","전통주선물세트","16930.0"
"34394339619","배상면주가 느린마을 홍시과실주 선물세트 12도 700ml x 2개입","전통주선물세트","41800.0"
"34395205620","배상면주가 느린마을 느린마을약주 빙주기세트 12도 700ml","전통주선물세트","55000.0"
"34395205623","감홍로 40도 400ml 세트","일반증류주","54000.0"
"34395240618","복순도가 빨간쌀 막걸리 6.5도 935ml","막걸리/탁주","15500.0"
"34817436618","배상면주가 느린마을 막걸리 한번더 12도 750ml","막걸리/탁주","32700.0"
"34835632620","복순도가 손막걸리 슈퍼드라이 6.5% 935ml","막걸리/탁주","21500.0"
"34836986619","사곡양조원 공주굿밤 20.5도 360ml","일반증류주","9000.0"
"34856180620","그린영농조합 그랑꼬또 M5610 12% 750ml","국산와인/과일주","48000.0"
"34942668033","[배상면주가] 느린마을 옹기막걸리 세트 7도 1980ml","막걸리/탁주","35000.0"
"34945281618","설악프로방스 바다한잔 동해소주 17.5도 360ml","소주","3400.0"
"34962263619","예산사과와인 추사 40도 200ml","일반증류주","30000.0"
"34962503619","배상면주가 느린마을 심술 7도 330ml","약주","5500.0"
"35066767864","안동소주일품 21도 12본입","소주","57770.0"
"35365324753","경북 일품 안동소주 담금주 3.6L 40%","소주","42590.0"
"35993735067","[술마켓] 양촌양조 양촌 우렁이쌀 청주 14도 500ml 무농약쌀 무감미료","막걸리/탁주","14400.0"
